index,Course,Grade,Section_Grade,Course_Type,Cluster
1873,Biology Honors,10,93.34,Science,0
1874,United States History AP,10,96.69,Humanities,1
1875,English Language and Composition AP,10,92.73,English,0
1876,Latin II Honors,10,94.98,Foreign Language,1
1877,Geometry Honors,10,89.54,Math,0
1878,Biology Honors,10,89.61,Science,0
1879,United States History AP,10,90.94,Humanities,0
1880,Holocaust History Honors,10,97.43,Humanities,1
1881,English II Honors,10,87.64,English,0
1882,Spanish III Honors,10,93.39,Foreign Language,1
1883,Geometry,10,93.67,Math,1
1884,Biology,10,91.69,Science,0
1885,United States History Honors,10,90.95,Humanities,0
1886,Holocaust History Honors,10,98.62,Humanities,1
1887,English II Honors,10,91.3,English,0
1888,Spanish III Honors,10,93.31,Foreign Language,0
1889,Pre-Calculus,10,93.69,Math,1
1890,Computer Science Principles AP,10,95.71,Science,1
1891,Biology Honors,10,89.58,Science,0
1892,United States History AP,10,91.5,Humanities,0
1893,English Language and Composition AP,10,93.21,English,0
1894,Spanish IV Honors,10,99.01,Foreign Language,1
1895,Pre-Calculus Honors,10,93.28,Math,0
1896,Computer Science Principles AP,10,93.91,Science,1
1897,Biology Honors,10,91.43,Science,0
1898,Science Research I Honors,10,95.0,Science,1
1899,United States History AP,10,92.56,Humanities,0
1900,English Language and Composition AP,10,97.66,English,1
1901,Spanish IV Honors,10,98.95,Foreign Language,1
1902,Geometry Honors,10,95.64,Math,1
1903,Biology Honors,10,96.44,Science,1
1904,United States History AP,10,98.56,Humanities,1
1905,Psychology AP,10,98.49,Psychology,1
1906,English Language and Composition AP,10,94.26,English,1
1907,Latin II Honors,10,98.88,Foreign Language,1
1908,Calculus AB AP,10,90.4,Math,0
1909,Computer Science Principles AP,10,96.34,Science,1
1910,Biology Honors,10,90.83,Science,0
1911,Anatomy and Physiology Honors,10,92.87,Science,0
1912,United States History AP,10,86.95,Humanities,0
1913,English Language and Composition AP,10,90.15,English,0
1914,Talented Writers Program I Honors,10,90.79,English,0
1915,Spanish III,10,95.33,Foreign Language,1
1916,Geometry Honors,10,90.77,Math,0
1917,Computer Science Principles AP,10,94.63,Science,1
1918,Biology Honors,10,89.66,Science,0
1919,United States History AP,10,92.71,Humanities,0
1920,English Language and Composition AP,10,97.27,English,1
1921,Talented Writers Program I Honors,10,94.84,English,1
1922,Spanish III Honors,10,97.85,Foreign Language,1
1923,Calculus AB AP,10,97.3,Math,1
1924,Chemistry AP,10,97.97,Science,1
1925,United States History AP,10,96.92,Humanities,1
1926,English II Honors,10,92.03,English,0
1927,Spanish III,10,98.01,Foreign Language,1
1928,Geometry Honors,10,92.72,Math,0
1929,Biology Honors,10,84.64,Science,2
1930,United States History Honors,10,93.8,Humanities,1
1931,Constitutional Law Honors,10,99.04,Law and Politics,1
1932,English II Honors,10,90.53,English,0
1933,Chinese III Honors,10,83.08,Foreign Language,2
1934,Geometry,10,82.81,Math,2
1935,Computer Science Principles AP,10,85.88,Science,2
1936,Biology,10,87.02,Science,0
1937,United States History AP,10,86.61,Humanities,2
1938,English Language and Composition AP,10,93.03,English,0
1939,Spanish III Honors,10,97.34,Foreign Language,1
1940,Calculus AB AP,10,98.39,Math,1
1941,Biology Honors,10,96.53,Science,1
1942,Science Research I Honors,10,95.0,Science,1
1943,United States History AP,10,96.27,Humanities,1
1944,Psychology AP,10,93.13,Psychology,0
1945,English II Honors,10,91.02,English,0
1946,Spanish III,10,94.3,Foreign Language,1
1947,Geometry Honors,10,80.05,Math,2
1948,Biology Honors,10,86.98,Science,0
1949,Marine Science Honors,10,95.77,Science,1
1950,United States History Honors,10,91.07,Humanities,0
1951,English II Honors,10,91.65,English,0
1952,Music Theory AP,10,90.9,Arts,0
1953,Spanish III Honors,10,85.33,Foreign Language,2
1954,Geometry,10,89.16,Math,0
1955,Biology,10,88.45,Science,0
1956,United States History Honors,10,89.17,Humanities,0
1957,English Language and Composition AP,10,86.92,English,0
1958,French III Honors,10,87.64,Foreign Language,0
1959,Geometry Honors,10,95.51,Math,1
1960,Biology Honors,10,91.0,Science,0
1961,United States History AP,10,89.58,Humanities,0
1962,Psychology AP,10,93.11,Psychology,0
1963,English Language and Composition AP,10,94.85,English,1
1964,Spanish III Honors,10,87.27,Foreign Language,0
1965,Algebra II Honors,10,91.17,Math,0
1966,Computer Science Principles AP,10,93.76,Science,1
1967,Chemistry Honors,10,91.11,Science,0
1968,United States History AP,10,85.5,Humanities,2
1969,English II Honors,10,89.71,English,0
1970,Spanish Language and Culture AP (for Heritage Speakers),10,93.81,Foreign Language,1
1971,Pre-Calculus Honors,10,83.34,Math,2
1972,Computer Science Principles AP,10,95.53,Science,1
1973,Biology Honors,10,89.54,Science,0
1974,Anatomy and Physiology Honors,10,89.98,Science,0
1975,United States History AP,10,82.71,Humanities,2
1976,English Language and Composition AP,10,94.24,English,1
1977,French III Honors,10,90.16,Foreign Language,0
1978,Geometry Honors,10,84.39,Math,2
1979,Biology Honors,10,88.0,Science,0
1980,United States History AP,10,90.68,Humanities,0
1981,Psychology AP,10,89.56,Psychology,0
1982,English II Honors,10,92.47,English,0
1983,Spanish III Honors,10,87.74,Foreign Language,0
1984,Geometry,10,91.25,Math,0
1985,Biology,10,96.51,Science,1
1986,United States History AP,10,90.42,Humanities,0
1987,English Language and Composition AP,10,92.8,English,0
1988,Talented Writers Program I Honors,10,92.04,English,0
1989,Spanish IV Honors,10,98.15,Foreign Language,1
1990,Pre-Calculus Honors,10,93.35,Math,0
1991,Computer Science A AP,10,93.76,Science,1
1992,Biology Honors,10,94.06,Science,1
1993,United States History AP,10,94.96,Humanities,1
1994,English II Honors,10,88.8,English,0
1995,Spanish III Honors,10,90.66,Foreign Language,0
1996,Geometry Honors,10,82.62,Math,2
1997,Biology Honors,10,84.69,Science,2
1998,United States History AP,10,83.22,Humanities,2
1999,English II Honors,10,86.23,English,2
2000,Latin II Honors,10,92.7,Foreign Language,0
2001,Geometry,10,92.09,Math,0
2002,Computer Science Principles AP,10,85.99,Science,2
2003,Biology,10,91.67,Science,0
2004,United States History AP,10,87.03,Humanities,0
2005,English II Honors,10,95.62,English,1
2006,French III Honors,10,84.74,Foreign Language,2
2007,Geometry,10,92.63,Math,0
2008,Biology Honors,10,84.22,Science,2
2009,United States History Honors,10,91.54,Humanities,0
2010,English II Honors,10,89.37,English,0
2011,Spanish III Honors,10,89.84,Foreign Language,0
2012,Geometry Honors,10,83.85,Math,2
2013,Biology,10,91.54,Science,0
2014,United States History AP,10,84.24,Humanities,2
2015,English Language and Composition AP,10,93.03,English,0
2016,Latin II Honors,10,98.82,Foreign Language,1
2017,Calculus AB AP,10,94.02,Math,1
2018,Computer Science A AP,10,94.87,Science,1
2019,Biology Honors,10,93.03,Science,0
2020,United States History AP,10,95.0,Humanities,1
2021,English II Honors,10,85.08,English,2
2022,Latin II Honors,10,91.25,Foreign Language,0
2023,Geometry,10,81.7,Math,2
2024,Computer Science Principles AP,10,81.97,Science,2
2025,Biology,10,86.12,Science,2
2026,United States History Honors,10,89.27,Humanities,0
2027,English II Honors,10,89.37,English,0
2028,Spanish III Honors,10,85.73,Foreign Language,2
2029,Geometry Honors,10,79.72,Math,2
2030,Computer Science Principles AP,10,96.18,Science,1
2031,Biology Honors,10,87.77,Science,0
2032,United States History AP,10,78.9,Humanities,2
2033,English II Honors,10,94.16,English,1
2034,Spanish III,10,82.84,Foreign Language,2
2035,Pre-Calculus,10,91.98,Math,0
2036,Computer Science Principles AP,10,90.32,Science,0
2037,Biology,10,92.05,Science,0
2038,United States History Honors,10,89.15,Humanities,0
2039,English Language and Composition AP,10,97.84,English,1
2040,Spanish III Honors,10,94.27,Foreign Language,1
2041,Pre-Calculus Honors,10,91.35,Math,0
2042,Biology Honors,10,94.79,Science,1
2043,United States History AP,10,93.08,Humanities,0
2044,Psychology AP,10,93.38,Psychology,1
2045,Social Entrepreneurship I Honors,10,99.37,Entrepreneurship,1
2046,English II Honors,10,85.02,English,2
2047,Spanish II,10,92.68,Foreign Language,0
2048,Geometry,10,88.83,Math,0
2049,Computer Science Principles AP,10,84.69,Science,2
2050,Biology,10,88.29,Science,0
2051,United States History Honors,10,85.49,Humanities,2
2052,English Language and Composition AP,10,95.15,English,1
2053,Spanish III Honors,10,94.8,Foreign Language,1
2054,Geometry Honors,10,95.32,Math,1
2055,Biology Honors,10,93.26,Science,0
2056,United States History AP,10,92.71,Humanities,0
2057,Constitutional Law Honors,10,99.82,Law and Politics,1
2058,English Language and Composition AP,10,101.63,English,1
2059,French III Honors,10,90.1,Foreign Language,0
2060,Pre-Calculus Honors,10,93.73,Math,1
2061,Chemistry AP,10,97.95,Science,1
2062,Science Research I Honors,10,95.0,Science,1
2063,United States History AP,10,98.97,Humanities,1
2064,Psychology AP,10,97.35,Psychology,1
2065,English Language and Composition AP,10,84.63,English,2
2066,Spanish Language and Culture AP (for Heritage Speakers),10,90.23,Foreign Language,0
2067,Geometry,10,92.46,Math,0
2068,Biology Honors,10,81.14,Science,2
2069,United States History AP,10,86.5,Humanities,2
2070,English Language and Composition AP,10,85.12,English,2
2071,Chinese III Honors,10,90.02,Foreign Language,0
2072,Pre-Calculus Honors,10,77.51,Math,2
2073,Biology Honors,10,89.76,Science,0
2074,Astronomy Honors,10,91.64,Science,0
2075,United States History AP,10,81.78,Humanities,2
2076,English Language and Composition AP,10,92.68,English,0
2077,Spanish Language and Culture AP (for Heritage Speakers),10,90.44,Foreign Language,0
2078,Calculus AB AP,10,92.8,Math,0
2079,Biology Honors,10,95.01,Science,1
2080,United States History AP,10,92.88,Humanities,0
2081,Government and Politics: United States AP,10,91.24,Humanities,0
2082,English Language and Composition AP,10,93.87,English,1
2083,Spanish III Honors,10,91.03,Foreign Language,0
2084,Pre-Calculus Honors,10,96.09,Math,1
2085,Computer Science A AP,10,98.23,Science,1
2086,Biology Honors,10,96.72,Science,1
2087,United States History AP,10,88.81,Humanities,0
2088,Psychology AP,10,93.38,Psychology,1
2089,English Language and Composition AP,10,95.45,English,1
2090,Chinese III Honors,10,97.1,Foreign Language,1
2091,Pre-Calculus Honors,10,93.15,Math,0
2092,Biology Honors,10,96.97,Science,1
2093,United States History AP,10,92.65,Humanities,0
2094,Psychology AP,10,96.06,Psychology,1
2095,English Language and Composition AP,10,92.52,English,0
2096,Spanish III Honors,10,91.04,Foreign Language,0
2097,Geometry Honors,10,94.64,Math,1
2098,Computer Science Principles AP,10,94.75,Science,1
2099,Biology Honors,10,93.37,Science,1
2100,United States History AP,10,90.77,Humanities,0
2101,English Language and Composition AP,10,89.58,English,0
2102,Spanish Language and Culture AP (for Heritage Speakers),10,94.76,Foreign Language,1
2103,Geometry Honors,10,87.79,Math,0
2104,Computer Science A AP,10,85.27,Science,2
2105,Biology Honors,10,84.99,Science,2
2106,United States History AP,10,91.79,Humanities,0
2107,International Relations Honors,10,90.93,Law and Politics,0
2108,English II Honors,10,91.99,English,0
2109,Spanish III Honors,10,92.03,Foreign Language,0
2110,Geometry Honors,10,87.85,Math,0
2111,Biology Honors,10,83.64,Science,2
2112,English Language and Composition AP,10,90.14,English,0
2113,French III,10,84.52,Foreign Language,2
2114,Geometry Honors,10,84.05,Math,2
2115,Biology,10,93.06,Science,0
2116,United States History AP,10,90.59,Humanities,0
2117,English Language and Composition AP,10,91.52,English,0
2118,Chinese III Honors,10,90.11,Foreign Language,0
2119,Calculus AB AP,10,92.99,Math,0
2120,Biology Honors,10,96.7,Science,1
2121,United States History AP,10,95.25,Humanities,1
2122,Psychology AP,10,95.11,Psychology,1
2123,English Language and Composition AP,10,97.42,English,1
2124,Spanish III Honors,10,97.96,Foreign Language,1
2125,Calculus AB AP,10,95.65,Math,1
2126,Biology Honors,10,96.51,Science,1
2127,Anatomy and Physiology Honors,10,98.76,Science,1
2128,United States History AP,10,98.98,Humanities,1
2129,Psychology AP,10,97.3,Psychology,1
2130,English II Honors,10,87.57,English,0
2131,Spanish Language and Culture AP (for Heritage Speakers),10,86.88,Foreign Language,0
2132,Geometry,10,85.79,Math,2
2133,Biology Honors,10,82.55,Science,2
2134,United States History AP,10,85.51,Humanities,2
2135,International Relations Honors,10,90.23,Law and Politics,0
2136,English II Honors,10,91.55,English,0
2137,Spanish III Honors,10,93.04,Foreign Language,0
2138,Geometry Honors,10,91.31,Math,0
2139,Biology Honors,10,89.74,Science,0
2140,United States History AP,10,85.59,Humanities,2
2141,Holocaust History Honors,10,96.61,Humanities,1
2142,English Language and Composition AP,10,95.76,English,1
2143,Spanish III Honors,10,98.77,Foreign Language,1
2144,Calculus AB AP,10,97.75,Math,1
2145,Chemistry AP,10,98.04,Science,1
2146,Science Research I Honors,10,95.0,Science,1
2147,Anatomy and Physiology Honors,10,99.87,Science,1
2148,United States History AP,10,100.6,Humanities,1
2149,English Language and Composition AP,10,92.57,English,0
2150,Spanish Language and Culture AP (for Heritage Speakers),10,97.46,Foreign Language,1
2151,Pre-Calculus Honors,10,94.03,Math,1
2152,Computer Science Principles AP,10,99.13,Science,1
2153,Biology Honors,10,97.14,Science,1
2154,United States History AP,10,92.54,Humanities,0
2155,Government and Politics: United States AP,10,93.91,Humanities,1
2156,English Language and Composition AP,10,93.01,English,0
2157,Latin II Honors,10,97.1,Foreign Language,1
2158,Pre-Calculus Honors,10,87.75,Math,0
2159,Computer Science Principles AP,10,94.62,Science,1
2160,Biology Honors,10,94.06,Science,1
2161,United States History AP,10,92.12,Humanities,0
2162,English Language and Composition AP,10,96.5,English,1
2163,Spanish III Honors,10,97.08,Foreign Language,1
2164,Calculus AB AP,10,98.12,Math,1
2165,Chemistry AP,10,100.27,Science,1
2166,Science Research I Honors,10,95.0,Science,1
2167,Anatomy and Physiology Honors,10,99.42,Science,1
2168,United States History AP,10,98.39,Humanities,1
2169,English Language and Composition AP,10,94.55,English,1
2170,Latin II Honors,10,99.53,Foreign Language,1
2171,Geometry Honors,10,92.57,Math,0
2172,Computer Science Principles AP,10,94.9,Science,1
2173,Biology Honors,10,93.38,Science,1
2174,United States History AP,10,90.08,Humanities,0
2175,English II Honors,10,95.17,English,1
2176,Latin II Honors,10,95.98,Foreign Language,1
2177,Geometry Honors,10,93.12,Math,0
2178,Computer Science A AP,10,88.74,Science,0
2179,Biology Honors,10,89.72,Science,0
2180,United States History AP,10,92.46,Humanities,0
2181,Psychology AP,10,90.23,Psychology,0
2182,English Language and Composition AP,10,89.48,English,0
2183,Spanish III Honors,10,83.81,Foreign Language,2
2184,Pre-Calculus Honors,10,78.05,Math,2
2185,Biology Honors,10,81.79,Science,2
2186,United States History AP,10,89.66,Humanities,0
2187,Psychology AP,10,87.53,Psychology,0
2188,English Language and Composition AP,10,95.45,English,1
2189,Spanish III Honors,10,96.12,Foreign Language,1
2190,Pre-Calculus Honors,10,97.82,Math,1
2191,Computer Science Principles AP,10,99.53,Science,1
2192,Chemistry AP,10,99.32,Science,1
2193,Science Research I Honors,10,95.0,Science,1
2194,United States History AP,10,99.74,Humanities,1
2195,English Language and Composition AP,10,83.95,English,2
2196,Spanish I,10,94.9,Foreign Language,1
2197,Algebra II Honors,10,87.42,Math,0
2198,Computer Science Principles AP,10,92.2,Science,0
2199,Chemistry Honors,10,90.12,Science,0
2200,United States History Honors,10,91.73,Humanities,0
2201,English II Honors,10,85.27,English,2
2202,Chinese III,10,90.43,Foreign Language,0
2203,Geometry,10,87.11,Math,0
2204,Biology,10,90.99,Science,0
2205,United States History Honors,10,89.91,Humanities,0
2206,English Language and Composition AP,10,99.23,English,1
2207,Spanish II,10,99.61,Foreign Language,1
2208,Pre-Calculus Honors,10,91.15,Math,0
2209,Biology Honors,10,97.7,Science,1
2210,United States History AP,10,95.64,Humanities,1
2211,English Language and Composition AP,10,92.88,English,0
2212,Spanish III Honors,10,93.89,Foreign Language,1
2213,Pre-Calculus Honors,10,88.43,Math,0
2214,Biology Honors,10,94.54,Science,1
2215,Anatomy and Physiology Honors,10,94.74,Science,1
2216,United States History AP,10,94.79,Humanities,1
